CustomerID,Age,BankAge,Salary,E_IND,OVOL8,ONO3,ONO6,ONO9,Churn
3f01fbe1,33,2,15000,3,2,3,5,2,0
3f017aeb,50,6,84159,2,0,3,4,3,0
3f009b45,45,11,57985,3,1,4,5,6,0
3eff15ef,24,3,22773,3,3,6,5,2,0
3efeaa26,52,12,83118,2,3,6,8,5,0
3efa142b,48,10,100819,5,1,3,5,3,0
3ef4d75d,40,9,81840,5,1,9,6,4,0
3ef27cde,23,5,22993,2,2,4,5,0,0
3eef2980,26,5,36799,3,2,3,7,5,0
3ee2ffd1,48,22,85277,1,2,8,6,3,0
3edd151a,35,15,38489,4,4,6,14,4,0
3edae972,44,18,65707,5,4,9,9,6,1
3ed8cc97,45,0,46742,4,2,4,7,2,0
3ed618ad,30,9,31067,4,2,8,6,3,0
3ed2d70e,44,18,67360,4,3,12,12,4,0
3ed2bd0b,35,9,65498,4,0,2,10,2,0
3ed29f8b,55,10,89222,1,6,3,7,1,1
3ecfd32c,18,0,26369,4,1,3,2,5,0
3ece9614,42,21,77955,2,1,9,9,3,0
3ec754e2,38,5,41654,5,1,5,4,7,0
3ec51521,36,17,51863,3,4,7,9,2,0
3ec3ceb8,46,16,74994,5,1,8,9,5,0
3ec2170d,47,22,69947,5,6,5,12,5,0
3ebf4fc0,41,23,81564,5,4,12,11,3,0
3ebc00d9,36,14,38299,5,2,7,10,6,0
3ebb71f0,30,3,15000,1,1,4,4,2,0
3ebb10ec,39,15,61173,1,2,5,4,4,0
3eb3ef01,42,19,53366,2,3,3,8,4,0
3eb180da,30,11,42289,4,1,3,4,3,0
3eaf6281,57,13,91684,2,1,4,6,7,0
3ea5759b,68,2,68910,4,0,1,6,4,0
3e9d7dc5,37,16,18228,1,2,1,8,2,0
3e922256,40,1,50464,4,1,2,6,6,0
3e911dbd,60,18,84529,2,3,4,3,3,0
3e8c5c20,42,20,72707,2,3,5,7,3,0
3e86ec3e,44,5,63978,3,0,3,9,2,0
3e83de81,40,21,52784,3,2,9,14,5,0
3e7e548d,39,10,38205,5,1,6,7,4,0
3e7716d9,36,2,29858,2,1,1,8,3,0
3e77073a,41,23,62698,2,7,2,15,4,0
3e7705be,48,29,59084,4,4,15,12,8,0
3e6f9bc4,64,10,75929,1,3,2,4,3,1
3e6d7a05,46,24,99301,5,5,10,16,5,0
3e6a0d99,34,10,43360,2,3,1,1,1,0
3e662e38,66,17,91776,1,2,4,8,5,0
3e5c2e84,38,15,42176,5,1,7,10,4,0
3e5969a7,46,25,65435,4,6,9,11,2,0
3e58f244,19,0,18710,2,0,2,3,3,0
3e586fdc,24,6,22164,3,1,3,7,0,0
3e550c69,36,9,51048,3,1,9,12,2,0
3e54d89d,22,4,25381,3,0,6,8,3,0
3e523e9c,32,2,32071,2,0,5,8,1,0
3e4ec53b,61,21,85193,1,5,8,4,3,0
3e4e3311,45,19,84293,1,4,0,12,2,0
3e424c5d,32,6,21664,4,0,5,7,2,0
3e394d4f,35,17,26531,4,5,6,12,6,0
3e257620,18,0,18996,3,0,1,6,1,0
3e22b911,33,11,55900,5,1,6,10,2,0
3e1d3317,23,4,18042,1,3,3,6,1,0
3e16fa86,50,6,97092,5,2,2,11,5,0
3e16743f,43,20,41456,2,2,5,12,4,0
3e138c61,46,25,56810,3,5,6,11,5,0
3e0e16ca,38,8,68605,2,2,4,7,3,0
3e0a7f50,34,16,71036,2,2,3,6,5,0
3e068189,30,10,34132,5,3,6,6,6,0
3e05c38e,28,2,40879,4,1,4,8,1,0
3df56f15,18,0,26966,4,0,4,5,1,0
3df13556,47,15,86810,4,4,2,14,7,0
3de71fae,24,2,35756,5,0,7,5,2,0
3de25cd9,40,14,24823,3,3,3,12,6,0
3dde7eed,56,4,93372,4,1,5,10,1,0
3ddd23b8,36,5,36091,4,1,3,5,3,0
3ddc80a2,57,17,55840,3,0,6,9,2,0
3ddb0cf1,44,18,55987,5,4,12,11,7,0
3dda69cb,22,2,20584,2,0,2,5,4,0
3dd88923,31,7,24787,1,2,5,6,3,1
3dca0a36,32,0,31254,3,0,2,2,1,0
3dc4cbb4,36,4,52596,1,1,2,5,1,0
3dc2e92d,30,8,19269,5,3,4,5,3,0
3db575fb,68,19,67410,4,2,3,11,7,0
3db37606,38,13,74646,4,3,5,6,4,0
3dafcb0a,29,6,37531,2,1,3,4,2,0
3dae8d3a,54,19,92631,4,4,6,7,8,0
3dae4ae8,49,20,51234,4,3,9,3,2,0
3da0dddd,43,11,74334,3,6,1,10,5,0
3d9d6482,51,25,90423,2,2,8,6,5,0
3d90cc6c,50,4,97791,1,3,4,1,0,0
3d8008c2,50,12,87401,2,2,5,8,4,0
3d7ea95f,21,2,19893,1,0,2,6,1,0
3d7315c6,35,13,48577,4,1,7,11,3,0
3d72c2b2,32,11,38167,4,2,3,6,6,0
3d70d2e7,48,5,86311,1,4,3,2,2,0
3d6ffe7f,45,13,79499,4,2,5,7,3,0
3d6d44b6,53,2,77838,5,3,1,8,4,0
3d676ea8,18,0,20607,2,2,1,0,1,0
3d607da2,36,8,29851,2,1,3,6,2,0
3d5fd379,45,2,74039,3,0,1,6,2,0
3d5ab9ed,49,21,115769,5,5,8,10,2,0
3d5a17c2,22,2,27633,2,3,1,5,2,0
3d5612b7,22,0,19179,2,2,1,1,3,0
3d553196,53,28,77557,5,5,7,10,8,0
3d533aae,43,5,75983,5,3,2,5,2,0
3d5236dc,50,1,79314,4,0,5,3,1,0
3d49cc7f,50,3,73203,4,2,0,5,2,0
3d4633e5,27,6,30607,1,1,5,6,2,0
3d44890f,41,11,64749,4,0,2,4,4,0
3d4324e9,39,5,35641,3,3,2,8,4,0
3d41df84,55,8,90801,5,6,3,4,4,0
3d3a7cf8,65,1,72820,4,0,4,10,1,0
3d380262,56,14,66261,3,1,3,14,1,0
3d2b27f2,66,6,64391,4,1,7,10,2,0
3d294e47,34,0,34454,2,1,1,0,1,0
3d23ed57,38,10,46939,2,2,1,4,1,0
3d20e4ef,44,19,71234,4,4,8,7,6,0
3d1fbc60,59,11,77190,4,2,4,10,1,0
3d15300a,24,3,21302,2,1,2,4,1,0
3d14926a,27,2,36528,2,3,2,1,3,0
3d0eb0d5,43,14,84012,4,1,9,11,7,0
3d0a4e72,47,25,49036,2,6,5,16,3,0
3d067587,54,30,81427,3,8,4,20,10,0
3d05afaf,60,2,77366,1,1,2,9,2,0
3d0465be,45,23,82566,1,6,6,11,7,0
3d009edf,39,1,68590,2,1,1,5,0,0
3cf81e42,43,17,68087,2,2,6,8,2,0
3cf80259,29,10,32275,1,1,4,7,2,0
3cf67d26,34,11,43512,3,2,3,9,1,0
3ceaba4a,49,25,91302,3,3,10,6,8,0
3ce83e28,21,0,18934,5,0,2,3,2,0
3ce0e3c5,41,3,50739,5,3,8,2,6,0
3cdfdda3,35,14,34865,1,2,2,5,2,0
3cde5c9c,18,0,21068,3,2,4,6,1,0
3ccd69a4,24,5,18699,1,1,6,4,1,0
3ccb21b1,41,21,52469,5,3,6,11,4,0
3cc5f023,55,24,81289,4,4,6,16,5,0
3cc5829c,41,21,202996,3,1,6,11,4,0
3cbeb949,50,7,81690,2,2,1,5,5,0
3cbb3ade,23,2,27610,3,2,0,7,2,0
3cb7450c,18,0,19881,5,1,4,5,3,0
3cae2505,50,25,86219,2,3,11,14,4,0
3cad75c8,37,13,58534,2,2,7,9,3,1
3ca762cd,18,0,75797,5,1,5,4,1,0
3ca5865f,35,12,49532,1,3,2,5,6,0
3ca36b8d,50,24,89730,2,5,12,8,4,0
3ca2133c,34,16,58412,1,3,2,7,2,0
3ca1377e,38,3,45608,5,2,3,9,5,0
3c9fa2e1,31,7,59817,4,0,3,4,2,0
3c9e8067,64,23,66954,5,1,11,8,6,0
3c9e096b,48,30,66754,4,4,8,11,2,0
3c9adc66,53,1,89166,3,1,4,2,3,0
3c98f989,20,2,17613,3,3,1,8,3,1
3c969830,41,3,50230,3,1,3,7,3,0
3c94877e,18,0,15000,5,1,3,6,1,0
3c9397ed,39,2,54989,5,3,4,6,1,0
3c902575,31,11,31225,1,1,4,5,2,0
3c89f502,46,21,76777,5,5,6,13,8,0
3c872519,33,2,28410,2,2,5,7,1,0
3c80a8db,34,5,44050,3,0,4,8,2,0
3c7da565,49,7,79105,5,2,7,7,4,0
3c79ca25,18,0,21385,3,3,2,1,2,0
3c768d7c,46,22,77772,4,5,13,9,7,0
3c6d656d,23,3,21940,4,0,6,3,2,0
3c638a96,40,8,92235,1,1,2,5,6,0
3c56012c,35,12,57312,4,3,6,6,2,0
3c5576f6,31,3,36866,5,0,4,10,3,0
3c541a88,37,3,51057,3,1,2,4,1,0
3c525c55,65,10,78921,4,1,2,13,2,0
3c4afa2e,24,2,23902,1,1,1,3,2,0
3c49c918,43,1,55154,2,1,3,0,1,0
3c44557a,32,10,54893,4,1,4,10,1,0
3c3fb34e,23,3,27710,1,2,1,4,0,0
3c3d2596,58,4,81344,5,4,4,9,0,0
3c3c79b3,31,12,39505,4,0,4,8,6,1
3c3adcc9,33,0,24735,5,2,3,5,5,0
3c3a8bcb,40,15,184107,3,5,8,7,2,0
3c35c78e,41,8,52136,3,4,5,3,4,0
3c345047,45,13,42156,5,0,3,8,7,0
3c3070ad,39,13,20948,1,3,3,7,3,0
3c288a12,31,9,15000,3,3,4,7,2,0
3c25f5b7,50,14,83644,1,0,8,8,2,0
3c226507,36,18,16995,5,4,11,13,6,0
3c20b7ba,40,16,65953,4,6,8,12,4,0
3c202294,18,0,15000,5,4,1,6,2,0
3c16694a,52,6,84673,4,3,5,9,5,0
3c1432fa,30,8,43355,5,1,6,9,2,0
3c13be12,45,21,66320,5,3,14,11,6,0
3c10c23d,42,18,55571,1,3,3,5,6,0
3c0758ad,23,5,20322,1,0,0,3,0,0
3bfda90e,41,8,54182,3,1,6,7,2,0
3bfcf3fb,58,5,79177,4,4,4,8,6,0
3bfb39b3,56,27,72043,4,4,9,13,9,0
3bf84d52,34,8,35447,4,5,6,9,2,0
3bf00777,62,4,57178,2,2,1,2,3,0
3be6eb3c,65,24,51093,4,2,11,12,1,0
3be67a2e,42,6,84755,4,0,3,12,1,0
3be2f1b4,34,10,24477,4,3,10,7,6,0
3be0a8a9,56,25,76033,1,4,8,9,8,0
3bd45bca,37,15,64326,1,3,1,6,1,0
3bcc2edc,42,23,47086,1,3,5,14,4,0
3bc76c4b,48,20,99181,4,2,8,8,4,0
3bc2998f,53,22,88894,5,4,5,12,3,0
3bc07815,25,4,27982,3,1,5,7,2,0
3baf7266,29,0,34315,3,0,0,6,1,0
3ba94ffa,48,16,85137,3,3,5,10,3,0
3ba90dee,43,24,66885,5,5,12,9,10,0
3ba16e59,53,20,77564,3,0,9,6,6,0
3b9edf86,26,1,22746,1,4,2,2,2,0
3b931601,31,12,30323,5,3,5,8,5,0
3b78cdb6,41,3,81078,2,2,2,1,3,0
3b74086e,34,5,44471,4,1,4,6,2,0
3b70d8d2,33,9,38955,3,2,6,7,3,1
3b6fa655,52,22,77699,1,2,2,10,2,0
3b6aa3b5,33,12,65719,4,2,7,3,2,0
3b687654,62,9,71444,1,4,4,3,1,0
3b63d780,45,12,73034,1,1,5,4,0,0
3b63ab58,38,15,58595,1,5,7,7,2,0
3b5fc67f,30,8,15000,2,1,0,5,2,0
3b59e78a,45,4,52628,4,0,3,8,5,0
3b52cbc2,42,20,83492,5,2,5,15,5,0
3b4f9641,33,3,23645,4,0,4,6,1,0
3b4dc673,41,0,70370,3,0,1,5,2,0
3b4d9965,62,23,77104,2,0,7,8,5,0
3b4cf8c4,62,18,70313,1,3,11,11,5,0
3b4578d0,54,27,75992,5,3,11,8,7,0
3b42df18,33,14,17920,1,1,5,6,2,0
3b3f8f54,18,0,16790,2,1,2,2,1,0
3b3b552d,23,1,28190,1,0,1,1,1,0
3b347b38,45,2,64414,2,0,2,2,2,0
3b2f0f7f,31,11,31225,5,2,6,9,7,0
3b2c3cb1,29,0,37100,1,0,3,3,2,0
3b26feea,31,12,64334,4,1,9,16,2,0
3b18e1e4,36,11,34901,2,6,4,6,0,0
3b161934,50,9,80191,1,1,3,5,5,0
3b14e4a7,33,11,34899,5,3,2,12,5,0
3b14d519,35,17,39070,2,2,7,9,6,0
3b0eb268,47,26,56641,3,5,5,13,2,0
3b0316cd,65,24,72005,5,6,8,10,4,0
3b02b11c,68,15,83656,5,0,7,13,6,0
3afd606f,21,3,22465,1,2,1,5,4,0
3afa40e7,33,3,63801,1,0,2,7,2,1
3af8da6f,56,15,79615,4,3,7,10,2,0
3aec6dc6,44,2,32770,3,0,2,7,3,0
3ae22be1,33,8,15000,5,1,6,3,0,0
3ae081b3,29,4,26473,5,3,6,7,2,0
3adf2742,40,13,35555,3,1,5,12,5,0
3ad39868,43,2,30074,4,1,5,9,1,0
3acf49c7,31,7,34244,1,3,0,6,1,0
3ac98bdc,33,4,34697,4,1,1,8,4,0
3ac4f3a9,50,5,78364,2,2,1,0,0,0
3abf7463,45,27,80613,5,3,7,15,5,0
3ab08f07,37,3,67718,1,2,3,4,1,0
3ab066ab,45,12,50768,4,1,6,15,2,1
3aae19ad,34,11,53998,4,4,2,9,2,0
3aad76b2,28,7,26516,1,0,3,10,3,0
3aa8b81f,41,2,55625,1,1,4,3,6,0
3a94ce33,60,7,69315,1,5,7,3,2,0
3a9492f0,35,3,29779,4,0,3,8,6,0
3a81ffd8,21,1,24037,4,3,2,8,2,0
3a6fe83a,49,9,85892,5,1,5,9,4,0
3a696252,18,0,22029,4,1,3,4,5,0
3a628d58,43,7,68347,1,0,2,3,3,0
3a5ae31f,28,8,31068,1,0,4,5,2,0
3a59b166,42,17,64710,2,6,1,13,5,0
3a56c000,50,8,76575,1,2,2,2,4,0
3a5032be,29,7,44241,3,3,5,6,5,0
3a4d042c,26,1,24457,3,0,5,6,1,0
3a47ab70,46,23,68450,3,4,5,8,6,0
3a31a28b,23,1,21482,1,2,1,2,2,0
3a31657b,35,16,27321,2,3,5,9,3,0
3a2d255a,54,11,95693,5,3,5,4,1,0
3a2a551a,48,11,91973,4,4,6,10,4,0
3a25a4f2,54,13,82716,1,3,7,4,5,0
3a14a027,29,0,37207,5,2,4,7,2,0
3a0b5e70,26,4,29785,1,1,4,5,1,0
3a06a677,36,11,58212,3,2,6,8,3,0
3a04fdab,42,21,70099,5,0,10,9,2,0
3a036a32,25,4,29540,1,3,1,1,3,0
3a017887,18,0,21505,2,0,2,2,1,0
39ff9fb8,54,29,82872,5,7,12,13,6,0
39fa6581,38,14,62697,1,1,1,6,4,0
39f83b7d,34,14,38623,2,1,5,7,4,0
39eba4e8,45,14,64843,1,4,2,10,1,0
39e02072,59,8,79029,5,4,3,10,4,0
39dfbfdb,35,14,68879,2,1,1,11,4,0
39da598b,47,14,59006,1,1,2,4,2,0
39d10d50,29,7,27314,5,4,5,10,4,0
39cdacc5,34,5,21699,3,0,4,2,2,0
39cdab59,52,10,71797,3,8,5,7,1,1
39cc858d,38,14,39944,4,1,4,9,0,0
39c80af0,55,2,83006,2,1,4,3,3,0
39c30361,26,3,26883,2,1,1,6,1,0
39b522c1,57,0,88212,5,1,3,8,1,0
39b42404,45,13,85815,2,3,5,7,2,0
39b1e277,31,11,36018,4,1,8,5,3,0
39a00ee4,41,7,57419,5,1,5,5,4,1
3994017e,38,9,56944,1,5,7,2,1,0
399285c9,44,21,54746,4,5,8,10,1,0
39926b45,22,1,24803,3,1,2,5,2,0
398ddd88,34,9,58499,1,1,3,7,2,0
39895f6e,69,28,77261,3,6,9,15,5,0
397ae0ac,29,11,37236,4,2,3,7,5,0
3979ce27,51,10,78097,1,5,3,12,4,0
3978cab9,59,7,71511,3,2,0,5,1,0
3974a2fb,54,14,70907,5,6,4,11,4,0
397349f3,25,6,27104,3,1,1,8,4,0
396960b1,50,18,80451,3,3,5,8,1,0
3966bff5,35,10,58212,2,3,7,2,0,0
3965b01d,61,15,53724,5,1,8,4,9,0
396300ad,48,23,62417,3,3,10,12,6,0
395f0a3a,28,9,29227,3,2,3,7,4,0
395d6c48,49,5,48981,4,1,5,8,2,0
394f5da4,23,3,36201,1,0,2,5,1,1
394bfd97,36,11,41519,4,2,8,8,5,0
394531de,25,5,27479,3,2,3,6,3,0
394472ca,35,10,32215,3,1,5,5,2,0
392cfd69,43,24,70464,1,4,8,10,4,0
3926ef1d,46,20,62769,2,0,8,11,5,0
39252cd6,31,1,49993,2,0,2,4,1,1
391d3c17,21,1,25562,4,2,3,8,2,0
391b0b47,25,2,29929,3,0,3,10,3,0
391a8370,18,0,19899,1,0,1,5,3,0
3907dca6,53,24,59049,5,3,5,12,3,0
3903c183,30,9,42716,2,0,3,6,2,0
3900aacc,58,11,84195,5,1,6,11,5,0
38fe7b72,58,26,74890,1,4,6,10,4,0
38fd588c,44,8,56815,5,3,9,6,3,0
38f7edf0,39,13,82980,2,5,2,9,2,0
38f6d396,51,21,72603,1,3,4,7,1,0
38de6431,19,1,18313,2,0,4,5,3,0
38dda57a,29,0,27704,5,1,5,6,3,0
38dc378e,51,18,73698,5,2,2,10,4,0
38dbc954,45,15,106018,1,3,7,11,3,0
38da64cc,31,7,23033,5,1,5,8,5,0
38da12ef,49,22,112792,5,4,3,8,7,0
38d7b47f,20,2,15000,4,3,7,2,5,0
38ceca22,32,8,21401,3,3,7,6,2,0
38ccdee7,51,23,89636,1,1,7,6,4,0
38c6383c,38,12,15000,5,0,9,12,2,0
38c3a68c,37,4,39786,5,2,7,4,0,0
38be7212,31,5,55000,3,2,1,7,5,0
38b7c9ab,48,10,59525,2,1,5,3,3,0
38af842e,35,0,38325,1,1,1,4,0,0
38aaefb2,18,0,15000,4,1,3,6,1,0
389d3304,26,3,27738,3,1,4,7,3,0
3895c2ec,36,6,61124,4,2,2,8,3,0
389538eb,75,3,64188,3,2,2,12,1,1
388fa029,44,22,39459,4,4,4,9,5,0
38856bf1,42,3,72210,2,2,2,2,3,0
387b425c,44,5,49341,2,2,1,6,2,0
387193fb,38,5,43757,1,4,3,5,2,0
386e11b2,55,14,70296,2,1,7,4,4,0
386de96b,19,1,22238,2,1,0,3,1,0
386d3135,50,10,70293,2,4,7,5,2,0
386baeea,41,0,41424,3,1,2,3,0,0
38601b8c,45,12,87424,2,3,7,2,5,0
385f8d37,21,1,15911,2,2,1,6,1,0
385f203a,60,7,76800,5,1,5,9,6,0
385c834a,42,24,46819,5,2,11,20,3,0
3857aab3,43,5,72836,3,1,6,8,4,0
3853e426,43,21,44054,4,7,7,10,6,0
3852582f,40,15,30828,2,4,4,14,1,0
3851b0fe,35,2,33822,2,1,2,6,1,0
385166a3,23,2,17327,1,0,2,3,0,0
384fa734,20,1,15562,5,2,0,6,3,0
384b8701,25,7,20727,1,1,6,6,0,0
384a8f5a,37,7,39510,5,0,6,6,6,0
384258b6,43,9,56904,5,2,7,12,2,0
3841ef9d,43,23,69699,2,3,6,8,3,1
383deb5f,49,3,72315,1,0,3,7,1,0
383dbe08,48,2,62569,5,0,4,8,7,0
382fa6d0,57,19,81020,5,3,6,14,5,1
382dc5b2,42,12,53189,5,3,2,10,5,1
3825d303,48,1,83675,4,0,2,2,0,0
38255fa2,48,4,79682,1,0,1,3,1,0
381d8045,42,21,58119,1,1,1,7,2,0
381a2243,43,24,52699,5,6,7,9,5,0
3813cc94,43,18,31231,3,4,5,11,2,0
3811a5b7,33,0,53566,5,0,5,3,2,0
380ec381,21,0,15000,4,1,1,3,1,0
380da04a,53,3,55733,5,1,6,8,5,0
3809bc44,31,3,54350,4,3,5,6,3,0
3803bc81,42,5,86357,2,2,0,6,2,0
3802fa3e,30,5,38908,1,2,4,4,5,0
380082da,57,24,78969,4,3,8,18,4,0
37e8421a,22,4,29823,3,3,2,5,1,0
37e2d9d0,47,26,71782,3,3,4,11,8,0
37de8bac,52,3,70296,3,0,2,4,2,0
37dcea2f,34,14,38113,3,2,3,9,4,0
37dbebcb,40,10,54286,3,0,5,6,2,0
37d839f6,52,18,59722,3,3,6,11,2,0
37d31df6,41,17,29989,5,2,6,16,5,0
37d13d2f,49,3,62700,5,1,5,7,2,0
37cefe34,54,8,72958,3,1,4,6,1,0
37c67ef1,43,16,63965,5,4,11,9,8,0
37c539f7,62,15,71458,3,5,8,8,2,0
37c22f22,35,4,56473,5,0,5,7,3,0
37bf6ed6,40,14,48791,4,3,8,11,6,0
37be1392,39,1,52011,3,0,3,4,6,0
37bce58f,32,9,62702,4,1,6,6,3,0
37ba2805,18,0,15000,2,1,3,7,2,1
37b89eec,55,20,74312,1,1,4,9,5,0
37b44b3a,36,2,47197,4,3,3,6,3,0
37b158ec,18,0,22930,4,5,5,5,2,0
37a8b95f,18,0,22751,3,2,4,6,2,0
37a791bd,40,9,53029,3,1,2,4,4,0
379f2a47,49,11,90298,3,2,7,10,4,0
379d1bcb,43,15,38129,4,2,6,7,5,0
37879dad,62,9,54469,1,4,4,8,0,0
3785a473,18,0,15000,2,0,4,1,0,0
37824cb3,60,6,69637,5,2,3,5,1,0
377608ba,37,12,15000,2,2,3,4,2,0
3763dd97,40,19,42294,3,1,9,5,5,0
3759bc02,38,8,57376,4,0,5,5,1,0
3754dcae,19,1,15000,3,1,3,2,2,0
3752c934,34,14,30953,5,1,6,8,3,0
3748a85e,56,16,75126,5,3,6,10,4,0
3745c2de,43,7,54080,2,2,3,4,5,0
3745706d,31,0,22930,4,0,5,3,2,0
373c0d42,40,15,37888,1,4,7,7,1,0
3737e4e4,57,28,67487,4,7,11,14,6,0
37314ba6,49,7,103936,1,3,4,3,4,0
3729662e,70,15,49208,4,4,3,8,4,0
372166b3,36,4,58121,1,3,1,5,2,0
371f901d,44,6,63826,3,1,1,6,5,0
371bd49e,26,2,23274,5,2,1,2,4,0
370e5d2a,65,24,82118,2,3,7,7,3,0
37054c6d,28,9,33979,2,0,3,7,3,0
36f9ff7d,57,21,94247,1,4,3,10,3,0
36f15c0a,31,9,29500,4,3,7,7,7,0
36df36f5,34,9,37870,2,3,4,6,5,0
36ddf811,19,0,21350,5,2,6,9,1,1
36da5b64,46,17,54692,1,3,4,8,2,0
36d451c7,40,21,41033,5,4,6,22,5,0
36cfb9eb,38,0,51022,5,1,4,4,5,0
36cd42da,52,15,78000,3,1,3,15,5,0
36c81c55,33,2,27655,3,1,2,4,3,0
36c72faf,49,11,84300,3,2,3,8,2,0
36c4f33d,33,9,43531,3,2,8,8,4,0
36c260db,39,17,61548,1,1,9,7,4,0
36c10b64,26,8,28138,2,1,5,8,1,0
36ba0ea1,37,12,44132,4,1,6,5,3,0
36b9f819,61,17,59262,3,3,7,14,3,0
36b4f1a9,62,14,75457,5,0,5,7,2,0
36b3236d,43,13,80410,2,3,5,7,4,0
36abeeb2,45,24,62374,3,5,9,9,1,0
36a2db41,40,11,73431,5,1,5,9,4,0
36a11240,35,3,46057,3,1,3,5,1,0
369c7420,51,30,97365,3,4,12,16,5,0
369a1ee5,53,28,58407,2,3,8,13,7,0
3693f3d9,39,14,32080,3,4,4,10,2,0
36932a0c,36,15,49173,3,4,2,11,2,0
368e70ca,56,22,78346,2,3,4,13,3,0
368e67ac,29,4,37894,1,1,2,3,4,0
368bd48e,42,21,76776,2,6,4,11,6,0
368a1192,28,9,23811,1,1,3,6,5,0
367ae70c,47,11,65381,4,3,10,6,3,0
3675e0f0,30,2,33303,3,2,4,4,3,0
367428b2,59,22,81653,3,6,6,16,1,1
36649d62,49,18,75213,2,4,6,12,4,0
36644cfb,41,18,64399,5,1,11,21,1,0
366007c3,46,3,69736,2,0,3,3,1,0
365ee1a3,18,0,23460,1,0,1,4,3,0
365d4352,41,19,39011,4,5,9,10,3,0
365c8e63,45,24,63243,2,2,5,13,4,0
36550e4a,22,1,27566,2,2,0,4,3,1
3651b69f,28,4,22527,2,0,1,6,4,0
364ee0cf,21,1,25418,4,2,5,3,1,0
363dafa7,52,0,90380,4,0,2,2,1,0
362e94f8,46,23,48507,3,5,8,9,4,0
36234c70,42,9,62165,3,2,2,9,5,0
36231aad,57,26,75319,5,2,5,12,6,0
361e81ab,40,14,43017,4,5,9,9,7,0
361de01c,45,22,65998,1,1,5,10,2,0
36177fac,54,23,66514,4,7,8,10,5,0
360eb34b,32,5,42373,5,1,3,8,1,0
360640a7,42,4,52489,2,1,1,1,1,0
35fec067,54,17,75832,3,2,2,7,2,0
35fcd38b,33,0,52867,5,1,4,3,3,1
35fa025a,46,0,54056,4,0,4,3,4,0
35f71c1d,44,5,50293,4,1,4,4,1,0
35e598a9,40,14,54131,3,2,2,4,3,1
35e2d5a4,66,5,66188,5,3,4,9,5,0
35dfaa67,33,15,22962,2,4,3,2,1,0
35d6f2a0,43,15,57772,3,2,7,6,6,0
35cf9b23,49,28,63280,2,4,11,6,11,0
35ccbd2f,18,0,15655,3,1,4,6,3,0
35c18ec8,30,8,44702,3,0,8,4,3,0
35bfe1b3,41,21,51831,3,2,8,9,3,0
35b8ad2c,51,22,70480,4,4,9,9,5,0
35af5fbd,53,21,68981,2,7,5,10,3,0
35a5d7b9,27,7,30668,2,2,2,8,1,1
35976c50,56,4,99493,5,0,5,4,2,0
3590fe18,29,6,37016,4,1,6,8,1,0
3590b276,23,1,27074,3,2,5,10,2,1
35907ecf,38,15,67065,5,3,7,6,3,0
358a0ca3,38,12,66918,3,4,5,7,3,0
358798d5,20,2,15000,4,2,3,5,4,0
3582b293,21,2,21043,3,1,6,5,2,0
357e9179,38,13,43150,1,2,3,1,3,0
357ce70f,34,0,35210,5,1,6,7,4,0
357abfa9,36,0,37020,4,1,3,2,4,0
357817f1,49,18,95704,3,3,4,6,6,0
357220bb,37,7,54214,4,2,1,3,1,0
35675c43,18,0,18521,2,3,2,2,3,1
3563a785,46,15,52314,2,6,5,10,6,1
3562dd70,49,3,68452,1,0,3,1,0,0
3560dc77,40,20,58955,4,1,6,10,7,0
35603a97,54,13,70827,3,3,7,7,3,0
355ed30f,28,2,25302,1,0,1,4,2,0
355a49c6,38,13,41686,4,1,8,13,1,0
355395b5,29,8,30143,4,0,2,9,8,0
3551cc98,31,5,30021,4,1,8,6,1,0
354e5c75,49,18,101486,5,1,8,10,3,0
354e0a03,56,21,83559,2,4,3,9,4,0
354d54b7,37,8,31549,2,2,4,3,2,0
354d0026,34,6,55606,2,0,2,9,1,1
3543395e,50,27,85662,4,4,11,16,5,0
35400c4b,36,7,32271,3,4,6,9,7,0
353edaf4,42,13,31513,3,2,5,9,3,0
353a4633,40,16,67416,1,4,7,8,5,0
353974c8,41,18,29516,5,4,4,9,7,0
3538d7cd,52,23,79052,3,1,6,12,4,0
3535c40e,36,17,20052,5,6,7,14,8,0
353382f1,44,6,57204,4,2,3,6,2,0
35305d7d,30,5,64757,2,0,2,10,1,0
352dc6a1,33,10,18998,4,2,4,6,2,0
352c7497,36,5,17851,3,1,4,5,2,1
35291bd3,27,2,27504,4,2,7,6,4,0
35240eb7,31,12,52035,4,1,9,6,5,0
351c2801,49,0,60958,4,2,4,5,2,0
350b9745,53,27,73365,1,5,7,18,5,0
350a5dab,36,17,66242,4,3,8,12,8,0
34fe55cf,18,0,24273,4,0,2,6,3,0
34fc7843,39,14,39034,4,2,2,7,4,0
34f7e5b9,53,13,79448,5,4,7,11,4,0
34f7399b,39,11,33152,3,3,8,6,1,0
34f64c56,18,0,24656,2,1,3,3,2,0
34ebaf88,32,1,40799,4,1,9,5,2,0
34dd2f6d,72,11,71126,1,3,5,3,5,0
34dc0cf2,49,3,89562,5,2,3,4,4,0
34db651f,41,1,57936,1,0,1,3,2,0
34db4876,38,15,24484,1,2,4,10,5,0
34d21e65,23,0,26047,4,2,3,5,1,0
34d14103,37,8,60703,1,1,3,5,2,0
34ccb85e,42,21,67036,4,5,3,8,3,0
34bf77d5,44,26,79492,5,2,14,17,7,0
34bb3e04,33,13,38320,5,2,4,12,6,1
